City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
432,pitea,65.3172,21.4794,33.89,93,34,7.43,SE,1697499870
433,rundu,-17.9333,19.7667,73.26,17,68,6.42,NA,1697499870
434,darwin,-12.4611,130.8418,86.9,66,20,1.14,AU,1697499870
435,qamdo,31.1667,97.2333,33.17,62,96,2.37,CN,1697499870
436,torres,-29.3353,-49.7269,69.85,95,100,13.62,BR,1697499871
437,tromso,69.6496,18.957,33.82,80,20,3.44,NO,1697499871
438,dali,25.7,100.1833,53.65,82,0,1.99,CN,1697499735
439,huangshan,29.7114,118.3125,63.93,73,0,1.99,CN,1697499872
440,mattanur,11.9167,75.5833,73.53,98,100,1.41,IN,1697499872
441,castillos,-34.1667,-53.8333,61.18,98,63,5.37,UY,1697499872
442,ghat,24.9647,10.1728,76.68,20,8,5.19,LY,1697499872
443,hammerfest,70.6634,23.6821,34.25,86,100,8.05,NO,1697499872
444,lijiang,26.8688,100.2207,46.6,87,0,3.69,CN,1697499795
445,mahibadhoo,3.7833,72.9667,82.31,78,28,15.66,MV,1697499873
446,dolores,-36.3132,-57.6792,55.08,89,61,7.34,AR,1697499873
447,sylva,58.0348,56.7635,49.37,78,10,8.97,RU,1697499873
448,kijang,35.2442,129.2139,53.33,40,0,4.12,KR,1697499873
449,ad dawadimi,24.5077,44.3924,74.55,18,1,7.83,SA,1697499874
450,togur,58.3631,82.8265,45.14,65,100,11.01,RU,1697499874
451,huai'an,33.5886,119.0192,64.11,74,0,7.11,CN,1697499874
452,najran,17.4924,44.1277,66.85,21,3,3.09,SA,1697499875
453,ust-tsilma,65.441,52.1498,37.62,89,100,5.99,RU,1697499875
454,fale old settlement,-9.3852,-171.2468,83.75,77,88,18.95,TK,1697499875
455,port douglas,-16.4833,145.4667,77.74,56,48,5.23,AU,1697499875
456,belmonte,-15.8631,-38.8828,73.76,79,0,5.32,BR,1697499875
457,ghanzi,-21.5667,21.7833,64.96,22,0,13.0,BW,1697499876
458,arteche,12.2645,125.4048,83.55,72,91,4.0,PH,1697499876
459,bamiantong,44.9333,130.5333,41.97,36,0,8.5,CN,1697499876
460,talodi,10.6325,30.3797,73.6,85,99,4.05,SD,1697499876
461,tidjikja,18.5564,-11.4271,83.16,14,14,6.89,MR,1697499876
462,palghat,10.7833,76.65,74.37,99,100,2.51,IN,1697499877
463,mount gambier,-37.8333,140.7667,58.14,52,44,3.33,AU,1697499808
464,moranbah,-22.0016,148.0466,86.85,23,3,12.1,AU,1697499877
465,nago,26.5881,127.9761,72.03,56,11,14.54,JP,1697499877
466,ziway,7.9333,38.7167,64.47,48,98,6.49,ET,1697499877
467,funafuti,-8.5243,179.1942,89.6,84,75,11.5,TV,1697499878
468,timbuktu,16.7735,-3.0074,89.22,13,93,8.1,ML,1697499878
469,antofagasta,-23.65,-70.4,63.68,85,35,5.57,CL,1697499878
470,bulgan,48.8125,103.5347,32.94,57,0,4.7,MN,1697499878
471,oamaru,-45.0784,170.9801,51.39,93,100,2.59,NZ,1697499879
472,adigrat,14.277,39.462,59.38,60,51,2.98,ET,1697499879
473,impfondo,1.6381,18.0667,71.96,97,86,1.12,CG,1697499879
474,al hawatah,13.4167,34.6333,74.8,70,100,7.83,SD,1697499879
475,bulayevo,54.9056,70.4439,46.27,91,71,7.58,KZ,1697499879
476,krasnohrad,49.3814,35.4402,41.92,79,55,15.28,UA,1697499880
477,ust'-abakan,53.8525,91.3742,42.71,65,40,15.66,RU,1697499880
478,gbarnga,6.9956,-9.4722,70.74,100,61,1.63,LR,1697499880
479,zelhem,52.0067,6.3486,47.01,93,100,1.01,NL,1697499880
480,kurchatov,51.6601,35.6521,44.02,88,82,15.14,RU,1697499880
481,aldan,58.6031,125.3894,24.21,70,100,4.0,RU,1697499881
482,kitimat,54.0524,-128.6534,53.98,62,100,0.63,CA,1697499881
483,levuka,50.1834,-105.4011,67.73,26,75,5.75,CA,1697499881
484,kargasok,59.0556,80.8572,40.96,78,100,10.0,RU,1697499881
485,usinsk,65.9939,57.5281,36.07,99,100,15.99,RU,1697499798
486,brasilia,-15.7797,-47.9297,83.32,34,0,8.05,BR,1697499659
487,glace bay,46.1969,-59.957,50.79,94,100,20.71,CA,1697499882
488,washington,47.5001,-120.5015,59.34,74,100,2.57,US,1697499717
489,tshabong,-26.05,22.45,63.61,24,0,10.18,BW,1697499882
490,amga,60.8953,131.9608,18.99,73,86,3.0,RU,1697499883
491,warrnambool,-38.3833,142.4833,59.34,58,2,2.89,AU,1697499883
492,sechura,-5.5569,-80.8222,67.26,90,95,12.35,PE,1697499883
493,santiago del torno,-17.9833,-63.3833,88.56,34,20,10.18,BO,1697499883
494,okhotsk,59.3833,143.3,22.12,70,8,20.13,RU,1697499884
495,mariehamn,60.0973,19.9348,40.82,81,20,5.75,AX,1697499884
496,hadibu,12.65,54.0333,81.66,72,20,3.89,YE,1697499884
497,big spring,32.2504,-101.4787,72.05,26,0,5.75,US,1697499884
498,ascension,30.2169,-90.9001,67.05,47,0,4.61,US,1697499884
499,murraysville,34.2957,-77.8475,59.97,72,0,4.61,US,1697499885
500,puerto aysen,-45.4,-72.7,40.57,98,81,4.18,CL,1697499829
501,bubaque,11.2833,-15.8333,81.66,83,1,11.14,GW,1697499885
502,rockland,41.1668,-74.0496,57.45,91,97,3.2,US,1697499783
503,raduzhny,62.0961,77.475,37.42,91,76,7.11,RU,1697499885
504,kalmunai,7.4167,81.8167,78.01,83,51,2.19,LK,1697499886
505,rochester,43.1548,-77.6156,54.32,86,100,8.05,US,1697499598
506,baikonur,45.6167,63.3167,49.95,46,0,12.71,KZ,1697499886
507,villa gesell,-37.2639,-56.973,52.79,92,44,16.58,AR,1697499792
508,kyabe,9.4515,18.9449,71.55,91,98,4.38,TD,1697499886
509,bellevue,47.6104,-122.2007,62.4,92,100,14.0,US,1697499788
510,walvis bay,-22.9575,14.5053,56.35,94,9,3.44,NA,1697499887
511,kirensk,57.7853,108.1119,39.02,95,100,8.01,RU,1697499887
512,laziska gorne,50.1495,18.8422,41.41,74,87,1.97,PL,1697499887
513,cambria,35.5641,-121.0808,90.34,46,85,8.55,US,1697499888
514,taihecun,45.8,130.85,41.68,34,0,11.79,CN,1697499888
515,corfu,39.62,19.9197,67.78,68,75,4.61,GR,1697499888
516,siwa oasis,29.2041,25.5195,72.27,44,0,6.15,EG,1697499888
517,kuragino,53.8975,92.6725,41.76,78,100,17.65,RU,1697499889
518,dzilam gonzalez,21.2833,-88.9333,74.7,68,86,9.13,MX,1697499889
519,gao,16.6362,1.637,88.18,19,59,8.55,ML,1697499889
520,nurota,40.5614,65.6886,49.96,37,0,6.46,UZ,1697499889
521,sorsk,54.0033,90.2467,36.16,74,100,3.4,RU,1697499890
522,inverloch,-38.6333,145.7167,57.54,54,86,6.44,AU,1697499890
523,tomatlan,19.9333,-105.25,82.44,89,99,2.82,MX,1697499890
524,myeik,12.4333,98.6,77.34,89,94,2.91,MM,1697499890
525,alpine,32.835,-116.7664,88.66,37,0,8.05,US,1697499891
526,manokwari,-0.8667,134.0833,83.35,67,86,4.65,ID,1697499891
527,gunjur,13.2019,-16.7339,80.67,94,40,5.75,GM,1697499891
528,kuytun,54.3419,101.5036,35.44,83,89,9.64,RU,1697499891
529,raymond terrace,-32.75,151.75,64.45,55,40,17.27,AU,1697499891
530,morant bay,17.8815,-76.4093,87.42,79,99,2.13,JM,1697499892
531,vorotynets,56.0603,45.8633,51.53,72,100,12.53,RU,1697499892
532,thakhek,17.4103,104.8307,69.91,84,55,2.46,LA,1697499892
533,guadalupe y calvo,26.1,-106.9667,62.55,54,43,5.06,MX,1697499892
534,huarmey,-10.0681,-78.1522,65.17,91,65,12.28,PE,1697499892
535,kununurra,-15.7667,128.7333,84.18,18,0,4.61,AU,1697499731
536,vallenar,-28.5708,-70.7581,64.87,50,97,2.24,CL,1697499893
537,holmsund,63.706,20.3641,33.94,86,0,8.05,SE,1697499893
538,laojunmiao,39.8333,97.7333,37.0,48,79,4.52,CN,1697499893
539,kalawit,8.0667,122.5167,83.3,78,78,4.92,PH,1697499893
540,necochea,-38.5473,-58.7368,48.52,80,24,13.67,AR,1697499894
541,jieshi,22.8134,115.8257,73.76,69,100,20.76,CN,1697499894
542,kismayo,-0.3582,42.5454,78.69,89,72,9.64,SO,1697499894
543,filey,54.21,-0.2892,37.08,74,51,4.25,GB,1697499894
544,karkira,36.9292,6.5856,67.89,70,42,6.58,DZ,1697499894
545,oyotun,-6.8519,-79.3036,72.64,72,69,6.69,PE,1697499895
546,porto torres,40.835,8.3972,64.58,73,96,7.99,IT,1697499895
547,chibougamau,49.9168,-74.3659,42.42,75,0,5.75,CA,1697499613
548,bandar-e lengeh,26.5579,54.8807,84.13,59,0,1.32,IR,1697499895
549,galveston,29.3669,-94.9669,68.11,50,0,13.8,US,1697499641
550,north ward,-19.2454,146.8075,82.31,54,20,4.61,AU,1697499896
551,am timan,11.0297,20.2827,72.7,84,72,4.85,TD,1697499896
552,labasa,-16.4167,179.3833,82.04,71,83,13.82,FJ,1697499896
553,katsuren-haebaru,26.3369,127.8719,78.82,68,20,5.75,JP,1697499896
554,ormond-by-the-sea,29.3491,-81.0665,64.63,61,40,8.05,US,1697499897
555,namasuba,0.6894,32.4214,62.58,99,100,2.77,UG,1697499897
556,mermoz boabab,14.7065,-17.4758,83.98,84,0,0.0,SN,1697499897
557,xining,36.6167,101.7667,40.86,77,100,2.8,CN,1697499897
558,wanning,18.8003,110.3967,75.09,99,100,4.23,CN,1697499897
559,kirs,59.3388,52.2447,49.17,96,100,10.0,RU,1697499898
560,quatre cocos,-20.2078,57.7625,71.1,85,62,2.95,MU,1697499898
561,yanbu,24.0891,38.0637,80.64,44,0,9.22,SA,1697499665
562,lawas,13.764,121.0566,81.99,76,75,4.61,PH,1697499898
563,soller,39.7662,2.7152,67.03,93,91,1.01,ES,1697499898
564,thabazimbi,-24.5917,27.4116,59.2,93,0,3.31,ZA,1697499899
565,buka,40.8108,69.1986,50.13,40,34,1.36,UZ,1697499899
566,port hedland,-20.3167,118.5667,84.25,8,0,11.5,AU,1697499722
567,kokopo,-4.352,152.2633,83.88,66,79,5.44,PG,1697499899
568,yakakent,41.6325,35.5289,61.12,55,100,12.77,TR,1697499899
569,al jawf,29.5,38.75,64.53,44,0,6.35,SA,1697499900
570,kone,-21.0595,164.8658,77.43,76,97,5.5,NC,1697499653
571,polyarnyy,69.1989,33.4478,38.19,79,100,26.17,RU,1697499900
